TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
lona.	0	0	1	0	0	1

Ke	0	0	0	0	0	0
nngwe	0	0	0	0	0	1
go	0	0	0	0	0	0
tharong	0	0	1	0	0	1
ya	0	0	0	0	0	0
bophara	0	0	0	0	1	0
jwa	1	0	0	0	0	0
folaga.	0	0	0	0	0	0

Laola	0	0	1	0	0	0
ditshedi	0	0	0	1	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
tlhaselang	0	0	0	0	1	0
le	0	0	0	0	0	0
mefero	0	0	0	1	0	0
ka	0	0	0	1	0	1
di	0	0	0	1	0	0
gaisana	0	0	0	0	0	0
le	1	0	0	0	0	0
dimela	0	0	0	0	0	0
tsa	0	0	0	0	0	0
furu.	0	0	0	0	0	0

Go	0	0	0	1	0	0
bokgola	0	0	0	1	1	0
jwa	0	0	0	0	0	0
mmu	0	0	0	0	0	1
jo	0	0	0	0	0	1
bo	1	0	0	0	0	0
leng	0	0	0	0	0	0
teng	0	0	0	0	0	0
mme	0	0	1	0	0	1
di	0	0	0	1	0	0
nyeletse	0	0	0	0	0	0
lefelo.	0	0	0	1	0	0

Fa	0	0	0	0	0	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	1	0	0
ngangisano	0	0	0	0	0	0
kgotsa	1	0	1	0	0	1
pelaelo.	0	0	0	0	1	0

Gore	0	0	0	0	0	0
tlolomolao	0	0	0	0	1	0
nngwe	0	0	0	0	0	1
e	0	0	0	0	0	0
ngwana	0	0	0	0	0	0
a	0	0	0	0	0	0
bonweng	0	0	1	0	0	0
molato	0	0	0	0	0	0
mo	1	0	0	0	0	0
go	0	0	0	0	0	0
yona.	0	0	0	1	0	0

Mo	0	0	0	0	0	0
nakong	0	0	0	0	0	0
eo	0	0	0	0	0	1
e	0	0	0	1	0	0
tshwana	0	0	0	1	1	0
le	0	0	0	1	0	0
yona	0	0	0	1	0	0
kgotsa	0	0	0	0	0	1
e	1	0	0	1	0	0
masisi	0	0	1	0	0	1
go	0	0	0	0	0	0
feta	0	0	0	0	0	0
masome	0	0	0	0	0	0
a	0	0	0	0	0	0
mabedi.	0	0	0	0	0	0

e	0	0	0	0	0	0
go	0	0	0	0	0	0
nang	0	0	0	0	0	0
le	0	0	0	0	0	0
rekoto	0	0	0	0	0	1
ya	0	0	0	0	0	0
yona,	0	0	0	0	0	0
go	0	0	0	1	0	0
tla	0	0	0	1	0	0
dirisiwa	0	0	1	0	0	0
kakanyo	0	0	0	0	1	0
ya	1	0	0	0	0	0
leloko	0	0	0	0	0	0
la	0	0	0	0	0	0
Kabinete.	0	0	0	0	0	1

Le	0	0	0	0	0	1
le	0	0	0	0	0	0
nang	0	0	0	0	0	0
le	1	0	0	0	0	0
maikarabelo	0	0	0	0	0	0
a	0	0	0	1	0	0
tsamaiso	0	0	1	0	1	0
ya	0	0	0	0	0	0
bosiamisi.	0	0	0	0	0	0

Ka	0	0	0	1	0	0
ntlha	0	0	0	0	0	1
ya	0	0	0	0	0	0
seabe	0	0	0	0	0	1
se	0	0	0	1	0	0
se	1	0	0	1	0	0
masisi	0	0	0	0	0	0
sa	0	0	0	0	0	0
lephata	0	0	0	1	1	0
le	0	0	0	1	0	0
le	0	0	1	0	0	0
sephara	0	0	0	0	0	1
la	0	0	0	0	0	0
temothuo.	0	0	0	0	0	0

Moporesidente	0	0	0	0	0	0
Thabo	0	0	0	0	1	0
Mbeki	0	0	0	0	0	1
o	0	0	0	0	0	0
e	0	0	0	0	0	0
tsere	0	0	0	1	0	1
go	0	0	0	1	0	0
le	0	0	0	1	0	0
botlhokwa	0	0	1	0	0	1
go	1	0	0	0	0	0
nna	0	0	0	0	0	0
le	0	0	0	0	0	0
dikopano.	0	0	0	0	0	0

Tsa	0	0	0	0	1	0
ka	0	0	0	0	0	0
gale	0	0	0	1	0	1
le	0	0	0	0	0	0
setlhopha	0	0	0	0	0	0
se	0	0	0	0	0	0
se	1	0	0	0	0	0
dirang	0	0	0	0	0	0
go	0	0	0	0	0	0
tswa	0	0	0	0	0	1
temothuong	0	0	1	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
rulaganeng.	0	0	0	1	0	0

Go	0	0	0	0	0	0
tlhomamisa	0	0	0	0	0	1
ditlhokego	0	0	0	0	0	1
tsa	0	0	0	0	0	0
lephata	0	0	0	0	1	0
le	0	0	0	0	0	0
maemo	0	0	0	0	0	0
malebana	0	0	0	0	0	0
le	1	0	0	0	0	0
merero	0	0	0	1	0	1
ya	0	0	0	1	0	0
bosetšhaba.	0	0	1	0	0	0

Se	0	0	0	1	0	1
ke	0	0	0	0	0	0
bothata	0	0	0	0	1	0
jo	0	0	0	1	0	0
bo	0	0	0	1	0	0
masisi	0	0	0	0	0	0
malebana	0	0	0	1	0	1
le	0	0	0	0	0	0
tlhabololo	0	0	0	0	0	1
e	0	0	0	1	0	0
e	1	0	1	0	0	0
tswelelang.	0	0	0	0	0	0

Jo	0	0	0	0	0	0
bo	0	0	0	0	0	0
amang	0	0	0	0	0	0
go	0	0	0	0	0	0
tshela	0	0	0	0	1	0
ga	0	0	0	0	0	0
batho,	0	0	0	1	0	1
ikonomi	0	0	0	0	0	0
yotlhe	0	0	1	0	0	1
le	0	0	0	1	0	0
seriti	0	0	0	1	0	0
sa	1	0	0	0	0	0
tikologo.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
go	0	0	0	0	0	0
kaya	0	0	0	0	1	0
maemo	0	0	0	0	0	0
a	0	0	0	1	0	1
a	0	0	0	1	0	0
tseneletseng	0	0	0	1	0	0
a	0	0	0	1	0	0
a	0	0	0	1	0	0
kwa	0	0	1	0	0	1
godimo	0	0	0	1	0	0
a	1	0	0	0	0	0
bosa.	0	0	0	0	0	0

Jaaka	0	0	0	0	1	0
dikomelelo	0	0	0	0	0	0
le	0	0	0	0	0	0
merwalela	0	0	0	0	0	1
magareng	0	0	1	0	0	0
ga	1	0	0	1	0	0
tse	0	0	0	1	0	0
dingwe.	0	0	0	0	0	0

Ditshikhinyo	0	0	0	0	0	0
dingwe	0	0	0	1	0	0
le	0	0	0	1	0	0
dingwe	1	0	0	1	0	0
tsa	0	0	0	0	0	0
mofuta	0	0	0	0	0	0
o,	0	0	1	0	0	1
di	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
go	0	0	0	0	0	0
sekasekiwa	0	0	0	0	0	0
ka	0	0	0	0	0	0
kelotlhoko.	0	0	0	0	1	0

Go	0	0	0	1	0	0
netefatsa	0	0	0	1	0	0
gore	0	0	0	1	0	0
di	0	0	0	0	0	0
ka	0	0	0	0	0	0
se	0	0	0	1	0	0
nne	0	0	0	0	1	0
le	0	0	0	0	0	0
kgotlang	0	0	0	0	0	1
epe	0	0	0	0	0	1
kgatlhanong	0	0	1	0	0	0
le	1	0	0	0	0	0
moono.	0	0	0	1	0	1

Kgotsa	0	0	0	0	0	0
mabaka	0	0	0	0	0	1
a	0	0	0	1	1	0
a	0	0	1	0	0	0
totobetseng	0	0	0	0	0	0
a	1	0	0	0	0	0
molaotheo.	0	0	0	0	0	0

Baamogela	0	0	0	0	0	0
ditshwanelo	0	0	0	0	1	0
ba	0	0	0	0	0	0
me,	0	0	0	1	0	1
ntle	0	0	1	0	0	1
le	0	0	0	0	0	0
mogatsake	0	0	0	0	0	0
kana	1	0	0	0	0	0
molekane	0	0	0	0	0	0
wa	0	0	0	1	0	0
me.	0	0	0	1	0	1

Ba	0	0	0	0	0	0
tlhokometswe	0	0	0	1	0	1
ke	0	0	0	0	0	0
nna	0	0	1	0	0	1
ka	0	0	0	0	0	0
botlalo	0	0	0	0	1	0
kgotsa	0	0	0	0	0	0
e	0	0	0	1	0	0
seng	0	0	0	1	0	1
ka	0	0	0	0	0	0
botlalo.	1	0	0	0	0	0

Mo	0	0	0	0	0	0
e	0	0	0	0	0	0
leng	0	0	0	0	0	0
gore	0	0	0	1	0	1
ba	0	0	0	0	0	0
tlamelwa	0	0	0	1	1	0
ke	1	0	0	1	0	0
nna	0	0	0	0	0	1
e	0	0	0	1	0	0
seng	0	0	1	0	0	1
ka	0	0	0	0	0	0
botlalo.	0	0	0	0	0	0

Go	0	0	0	0	0	0
se	0	0	0	0	0	0
amogele	0	0	0	1	0	0
lotseno	0	0	0	1	1	0
la	0	0	0	0	0	0
ngwaga	0	0	0	0	0	1
le	0	0	0	1	0	0
le	1	0	0	1	0	0
fetang.	0	0	1	0	0	0

Bogodimo	0	0	0	0	0	0
jwa	0	0	0	0	0	0
tšhelete	0	0	0	0	0	0
ya	0	0	0	0	0	0
penšene	0	0	0	1	0	0
ya	1	0	0	1	0	0
puso.	0	0	1	0	1	0

kgotsa	0	0	0	0	0	1
ga	0	0	0	0	0	0
ba	0	0	0	0	0	1
a	0	0	0	0	0	0
thapiwa	0	0	0	0	0	0
nako	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
tletseng.	0	0	0	1	1	0

Ka	0	0	0	1	0	0
letlha	0	0	1	0	1	0
la	1	0	0	0	0	0
go	0	0	0	0	0	0
saena	0	0	0	0	0	0
foromo	0	0	0	0	0	0
e.	0	0	0	0	0	1

o	0	0	0	1	0	0
ka	0	0	0	1	0	0
dira	0	0	0	1	0	0
kopo	0	0	0	0	0	1
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhatlhobelwa	0	0	1	0	0	0
laesense	0	0	0	0	0	0
ya	1	0	0	0	0	0
go	0	0	0	0	0	0
ithuta	0	0	0	1	1	0
go	0	0	0	0	0	0
kgweetsa.	0	0	0	0	0	0

Kwa	0	0	0	1	0	1
tikwatikweng	0	0	0	1	1	0
nngwe	0	0	0	0	0	0
le	0	0	0	0	0	0
nngwe	0	0	0	0	0	0
e	0	0	0	1	0	1
e	1	0	1	0	0	0
kwadisitsweng	0	0	0	0	0	0
ya	0	0	0	0	0	0
tlhatlhobo.	0	0	0	0	0	0

Ya	0	0	0	0	0	0
dilaesense	0	0	0	0	0	1
tsa	0	0	0	0	0	0
go	0	0	0	0	0	0
kgweetsa	0	0	0	0	1	0
mo	0	0	0	0	0	0
foromong	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
maleba	0	0	0	1	0	0
ya	0	0	0	0	0	0
kopo	0	0	0	1	0	0
(foromo	0	0	0	0	0	1
tharo).	0	0	0	0	0	1

o	0	0	0	0	0	0
tlile	0	0	1	0	0	1
go	0	0	0	0	0	0
tlatsa	0	0	0	0	1	0
selekanyo	0	0	0	1	0	0
sa	1	0	0	1	0	0
madi.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
morago	0	0	0	0	0	1
o	0	0	0	1	0	0
bo	0	0	0	1	0	0
o	0	0	0	0	0	0
tlatsa	0	0	0	0	1	0
khoutu	0	0	0	0	0	0
e	0	0	0	1	0	0
e	0	0	1	0	0	0
tshwanetseng	0	0	0	1	0	0
ya	1	0	0	0	0	0
motswedi	0	0	0	0	0	0
wa	0	0	0	0	0	0
madi.	0	0	0	0	0	0

Ao	0	0	0	1	0	1
mo	0	0	0	0	0	0
karolong	0	0	0	0	0	0
ya	0	0	0	0	0	0
foromo	0	0	0	0	0	0
ya	1	0	0	0	0	0
lokgetho	0	0	0	0	0	1
jaaka	0	0	1	0	1	0
go	0	0	0	0	0	0
bontshitswe	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	0	0	0
fano.	0	0	0	0	0	0

Motho	0	0	0	1	0	1
mongwe	0	0	0	1	0	0
le	0	0	0	1	0	0
mongwe	0	0	0	1	0	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
akanyang	0	0	0	0	0	0
gore	0	0	0	0	0	0
lebaka	0	0	0	0	1	0
la	0	0	0	0	0	0
teleko	0	0	1	0	0	1
ke	0	0	0	1	0	0
le	0	0	0	1	0	0
le	1	0	0	1	0	0
siameng.	0	0	0	0	0	0

Kgotsa	0	0	1	0	1	0
ke	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
sa	0	0	0	0	0	1
siamang.	0	0	0	0	0	0

Kgotsa	0	0	0	0	0	0
teleko	0	0	0	0	0	1
e	0	0	0	1	0	0
ne	0	0	0	1	0	0
ya	0	0	0	1	0	0
tsenngwa	0	0	1	0	1	0
tirisong	0	0	0	0	0	0
ka	0	0	0	0	0	0
go	0	0	0	0	0	0
latela	0	0	0	1	0	0
tsela	0	0	0	1	0	0
e	0	0	0	1	0	1
e	1	0	0	1	0	0
siameng.	0	0	0	0	0	0

kgotsa	0	0	0	0	0	0
nnyaa	0	0	0	1	1	0
o	0	0	0	1	0	0
tshwanetse	0	0	0	1	0	0
go	0	0	0	0	0	0
ela	0	0	0	0	0	0
tlhoko	0	0	0	0	0	1
melawana	0	0	0	0	0	0
ya	0	0	0	0	0	0
tiriso	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
siameng.	0	0	0	1	0	0

E	0	0	0	0	0	0
e	1	0	0	0	0	0
rebotsweng	0	0	0	0	0	0
go	0	0	0	0	0	0
ya	0	0	0	0	0	0
ka	0	0	0	0	0	0
molao	0	0	0	1	0	0
o.	0	0	1	0	1	0

Heke	0	0	0	0	0	0
ya	0	0	0	0	0	0
tshireletso	0	0	1	0	0	0
e	0	0	0	1	0	0
e	1	0	0	1	0	0
ka	0	0	0	1	0	0
fa	0	0	0	1	0	0
teng	0	0	0	1	0	1
ga	0	0	0	0	0	0
ntlo.	0	0	0	0	1	0

E	0	0	0	1	0	0
e	1	0	0	1	0	0
kgaoganyang	0	0	0	0	0	0
karolo	0	0	0	0	0	0
ya	0	0	0	0	0	0
marobalo	0	0	0	0	0	1
le	0	0	0	1	0	0
ntlo	0	0	0	1	1	0
yotlhe.	0	0	1	0	0	1

e	0	0	0	0	0	0
ka	0	0	0	0	0	0
nna	0	0	0	0	0	1
mosola	0	0	0	0	0	0
thata	0	0	1	0	0	1
fa	0	0	0	1	0	0
go	0	0	0	1	0	0
na	0	0	0	1	1	0
le	0	0	0	0	0	0
go	1	0	0	0	0	0
tsenwa	0	0	0	1	0	1
mo	0	0	0	0	0	0
ntlong	0	0	0	0	0	0
ka	0	0	0	0	0	0
dikgoka.	0	0	0	0	0	0

Dingangisano	0	0	0	0	0	0
ka	0	0	0	0	0	0
maloko	0	0	0	0	0	0
otlhe	0	0	0	0	0	1
ke	0	0	0	1	0	0
tsela	0	0	0	1	0	0
e	0	0	0	1	0	0
nngwe	0	0	0	1	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhagisa	0	0	0	1	1	0
tshedimosetso	0	0	0	0	0	0
e	0	0	0	1	0	1
e	1	0	0	1	0	0
botlhokwa.	0	0	1	0	0	0

Go	0	0	0	0	0	0
puso	0	0	0	0	0	1
mabapi	0	0	0	1	0	0
le	0	0	0	0	0	0
mananeo	0	0	0	0	0	0
a	0	0	0	1	1	0
a	1	0	1	0	0	0
rileng	0	0	0	0	0	0
a	0	0	0	0	0	0
puso.	0	0	0	1	0	1

Kgotsa	0	0	0	0	0	0
molao	0	0	0	0	0	0
o	0	0	0	1	0	0
o	1	0	1	0	0	0
tlhokegang	0	0	0	0	1	0
go	0	0	0	0	0	0
tsweletsa	0	0	0	0	0	0
neelano	0	0	0	1	0	1
ya	0	0	0	0	0	0
ditirelo.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
go	0	0	0	0	0	0
dira	0	0	0	0	0	0
tshwaelo,	0	0	0	0	1	0
o	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	1	0	0
tšhono	0	0	0	1	0	1
ya	0	0	0	1	0	0
tshosometso	0	0	0	1	0	0
ya	0	0	0	0	0	0
maikutlo	0	0	0	0	0	1
a	0	0	0	0	0	0
maloko	0	0	0	0	0	0
a	1	0	0	1	0	0
komiti.	0	0	1	0	0	1

Ba	0	0	0	1	0	0
ba	1	0	1	0	0	0
buisanang	0	0	0	0	1	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
ngangisana.	0	0	0	0	0	0

ka	0	0	0	0	0	0
karolo	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	0	1	0	0
rileng	0	0	0	0	0	1
ya	0	0	0	0	0	0
molao	0	0	0	0	0	0
pele	0	0	1	0	1	0
o	0	0	0	0	0	0
ka	0	0	0	0	0	0
wediwa.	0	0	0	1	0	0

Go	0	0	0	1	0	0
nna	0	0	0	1	1	0
le	0	0	0	0	0	0
mefuta	0	0	0	0	0	1
e	0	0	0	1	0	0
e	1	0	1	0	0	0
farologaneng	0	0	0	0	0	0
ya	0	0	0	0	0	0
dijalo.	0	0	0	0	0	0

go	0	0	0	0	0	0
naya	0	0	0	0	0	1
motho	0	0	0	1	0	0
sebaka	0	0	0	1	0	0
sa	1	0	0	0	0	0
go	0	0	0	0	0	0
tsena	0	0	0	0	1	0
mo	0	0	0	0	0	1
lenaneng.	0	0	1	0	0	0

Le	0	0	0	1	0	0
fa	0	0	0	0	0	0
methalethale	0	0	0	1	1	0
ya	0	0	0	0	0	0
dijalo	0	0	0	0	0	0
e	0	0	0	1	0	0
na	0	0	0	0	0	0
le	0	0	0	1	0	0
makala	0	0	1	0	0	1
a	0	0	0	1	0	1
a	1	0	0	1	0	0
amogelesegang.	0	0	0	0	0	0

Dintlha	0	0	0	0	0	0
le	0	0	0	0	0	0
boleng	0	0	0	0	0	0
jwa	0	0	0	0	0	0
boswa	0	0	0	0	0	0
bope	0	0	0	0	0	1
fela	0	0	0	1	0	1
gongwe	0	0	0	0	0	0
ditshiamelo	0	0	1	0	1	0
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
amogetsweng.	0	0	0	1	0	0

Go	0	0	0	0	0	0
tswa	0	0	0	0	0	1
kwa	0	0	0	1	0	0
bosweng	0	0	0	0	0	0
jwa	0	0	0	0	0	0
moswi	0	0	1	0	0	0
gongwe	0	0	0	0	0	0
di	0	0	0	0	0	0
tswa	0	0	0	0	1	0
go	0	0	0	0	0	0
tswa	1	0	0	0	0	1
ka	0	0	0	1	0	0
motsweding	0	0	0	0	0	0
mongwe	0	0	0	0	0	0
fela.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
ntlha	0	0	0	0	0	1
ya	0	0	0	0	0	0
leso	0	0	0	0	0	0
la	0	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	1	0	0
o	0	0	0	1	0	0
kailweng	0	0	0	0	0	0
mo	0	0	0	1	0	0
ntlhaneng	0	0	1	0	1	0
ya	1	0	0	0	0	0
tlhano.	0	0	0	0	0	1

Ntle	0	0	1	0	1	0
le	0	0	0	0	0	0
tšhelete	0	0	0	1	0	0
ya	0	0	0	0	0	0
inšorense	0	0	0	0	0	1
gongwe	0	0	0	1	0	1
ya	1	0	0	0	0	0
phenšene.	0	0	0	0	0	0

Fa	0	0	0	1	1	0
e	0	0	0	1	0	0
sale	0	0	0	1	0	1
go	0	0	0	0	0	0
bolodiwa	0	0	0	0	0	0
porojeke	0	0	0	0	0	0
e.	1	0	1	0	0	1

ba	0	0	0	1	0	0
akareditswe	0	0	0	1	0	1
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhameng	0	0	0	0	0	1
mananeo	0	0	0	1	0	1
mme	0	0	0	1	0	1
e	0	0	0	1	0	0
bile	0	0	0	1	0	0
ba	0	0	1	0	0	0
ikamanya	0	0	0	1	0	0
le	0	0	0	0	0	0
mananeo	1	0	0	0	0	1
a.	0	0	0	0	1	0

Ka	0	0	0	0	0	0
ba	0	0	0	0	0	1
simolotse	0	0	1	0	0	0
go	0	0	0	0	0	0
utlwa	1	0	0	1	1	0
magang	0	0	0	1	0	0
le	0	0	0	0	0	0
merero.	0	0	0	0	0	0

E	0	0	0	1	0	0
e	0	0	0	1	0	0
tsamaelanang	0	0	0	0	1	0
le	0	0	0	0	0	0
maemo	0	0	0	0	0	0
a	0	0	0	0	0	0
bona	0	0	0	0	0	1
mo	0	0	1	0	0	0
mananeong	0	0	0	1	0	0
a.	1	0	0	1	0	1

Mmogo	0	0	0	0	0	0
le	0	0	0	0	0	0
mafapha	0	0	0	0	0	0
a	0	0	0	0	0	0
mangwe	0	0	0	0	0	0
a	0	0	0	1	0	0
a	0	0	0	1	0	0
maleba	0	0	0	0	1	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhabololeng	0	0	0	1	0	0
mekgwa	0	0	1	0	0	1
le	1	0	0	0	0	0
maano.	0	0	0	0	0	1

A	0	0	0	0	0	0
a	0	0	0	0	0	0
tshwanang	0	0	0	0	1	0
a	0	0	0	0	0	0
saense	0	0	0	0	0	0
le	0	0	0	0	0	0
thekenoloji	0	0	0	0	0	0
go	0	0	0	1	0	0
itepatepanya	0	0	1	0	0	1
le	1	0	0	0	0	0
ditheo	0	0	0	0	0	1
tseno.	0	0	0	0	0	0

Tlhaloganyo	0	0	0	0	0	0
kgotsa	0	0	0	0	0	0
dikakanyo	0	0	0	0	0	1
tsa	1	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	0	0	0
mongwe	0	0	1	0	0	0
ka	0	0	0	0	0	1
ga	0	0	0	0	0	0
tshikhinyo	0	0	0	0	1	0
ya	0	0	0	0	0	0
ketleetso.	0	0	0	0	0	0

sekgele	0	0	0	0	0	1
kgotsa	0	0	0	0	0	0
moputso	0	0	0	0	1	0
o	0	0	0	1	0	1
o	1	0	0	1	0	0
tshwanetseng	0	0	0	1	0	0
go	0	0	0	0	0	0
abelwa	0	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	0	0	0
mongwe.	0	0	1	0	0	0

Fela	0	0	0	0	1	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
sa	0	0	0	0	0	0
akaretseng	0	0	0	0	0	0
leina	0	0	0	0	0	0
la	1	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	0	0	0
mongwe	0	0	0	0	0	1
mo	0	0	0	1	0	0
di	0	0	0	1	0	0
tlhagelelang	0	0	1	0	0	0
ka	0	0	0	0	0	0
tlhaloganyo.	0	0	0	0	0	0

Kgotsa	0	0	0	0	0	1
dikakanyo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
motho	0	0	0	0	0	0
yo	0	0	0	0	0	0
mongwe	0	0	0	0	0	0
yo	1	0	0	1	1	0
o	0	0	0	0	0	0
sele.	0	0	1	0	0	1

Le	0	0	0	1	0	0
leina	0	0	1	0	0	0
la	0	0	0	0	0	0
motho	0	0	0	1	1	0
mo	0	0	0	0	0	1
le	1	0	0	0	0	0
tlhagelelang.	0	0	0	0	0	0

Le	0	0	0	0	0	0
tshedimosetso	0	0	0	0	0	0
ya	0	0	0	0	0	0
motho	0	0	0	0	0	0
ka	0	0	0	0	0	0
sebele	0	0	0	0	1	0
e	0	0	0	1	0	0
le	0	0	0	1	0	0
e	0	0	0	1	0	1
e	0	0	1	0	0	0
mabapi	0	0	0	0	0	0
le	1	0	0	0	0	0
motho	0	0	0	1	0	0
yoo.	0	0	0	1	0	0

Kgotsa	0	0	0	0	0	1
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
itsisiweng	0	0	0	0	0	0
ga	0	0	0	0	0	0
leina	0	0	0	0	0	0
ka	0	0	0	0	0	0
nosi	0	0	0	1	1	0
go	0	0	0	0	0	0
tla	0	0	0	1	0	1
senolang	0	0	1	0	0	0
tshedimosetso	0	0	0	0	0	0
ka	0	0	0	0	0	0
ga	1	0	0	0	0	0
motho	0	0	0	1	0	0
yoo.	0	0	0	1	0	1

Legale	0	0	1	0	0	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
sa	0	0	0	0	0	0
akaretseng	0	0	0	0	0	0
tshedimosetso	0	0	0	1	0	0
ka	0	0	0	0	0	0
ga	0	0	0	1	1	0
motho	0	0	0	1	0	0
yo	0	0	0	0	0	1
o	1	0	0	0	0	0
setseng	0	0	0	0	0	0
a	0	0	0	0	0	0
sule.	0	0	0	0	0	1

Mo	0	0	0	0	0	0
dingwageng	0	0	0	0	0	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
fetang	0	0	0	0	1	0
di	1	0	0	1	0	0
le	0	0	0	0	0	0
masome	0	0	0	0	0	0
a	0	0	0	0	0	0
mabedi.	0	0	1	0	0	1

Ditlwaelo	0	0	1	0	1	0
ka	0	0	0	0	0	0
kakaretso	0	0	0	1	0	1
le	1	0	0	0	0	0
ditiragalo	0	0	0	0	0	0
tsa	0	0	0	0	0	1
setso.	0	0	0	0	0	0

di	0	0	0	0	0	0
itsege	0	0	0	0	0	1
ka	0	0	0	0	0	0
go	0	0	0	0	0	0
aga	0	0	0	0	0	1
le	0	0	0	1	0	0
go	1	0	0	1	0	0
tsweletsa	0	0	0	1	0	0
bongwe	0	0	0	0	0	1
jaaka	0	0	1	0	1	0
dikopano	0	0	0	0	0	0
tsa	0	0	0	0	0	0
bontsi.	0	0	0	0	0	0

Go	0	0	0	0	0	0
rapelela	0	0	0	0	0	0
kagiso	0	0	0	0	0	0
kgotsa	0	0	0	1	0	1
pula	0	0	1	0	1	0
kgotsa	1	0	0	0	0	1
go	0	0	0	0	0	0
dira	0	0	0	0	0	0
meletlo	0	0	0	0	0	1
ya	0	0	0	0	0	0
phepafatso.	0	0	0	0	0	0

Morago	0	0	0	0	0	0
ga	0	0	0	0	0	0
gore	0	0	0	0	0	0
matlhotlhapelo	0	0	0	0	0	0
a	0	0	0	0	0	0
wele	0	0	0	1	0	0
setšhaba	0	0	0	1	1	0
kgotsa	0	0	0	0	0	0
go	0	0	0	0	0	0
ikobela	0	0	0	0	0	1
matsatsi	0	0	0	0	0	0
a	0	0	0	1	0	1
a	1	0	1	0	0	0
rileng.	0	0	0	1	0	0

Kgotsa	0	0	0	0	0	1
mafelo	0	0	0	0	1	0
a	0	0	0	0	0	0
ngwaoboswa	0	0	0	1	0	0
go	0	0	0	0	0	0
keteka	0	0	0	0	0	1
ditiragalo	0	0	0	0	0	0
tsa	1	0	0	1	0	0
hisetori.	0	0	1	0	0	0

Medi	0	0	0	0	0	0
e	0	0	0	1	0	0
e	0	0	0	1	0	0
sephara	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
phunyeletsang	0	0	0	1	0	1
e	0	0	0	0	0	0
tshegetsa	0	0	0	0	1	0
setlhare	0	0	0	1	0	0
se	0	0	0	1	0	0
segolo	0	0	1	0	0	1
se	0	0	0	0	0	0
se	1	0	0	0	0	0
itsegeng.	0	0	0	1	0	0

Jaaka	0	0	0	1	1	0
lefelo	0	0	0	0	0	0
la	0	0	0	0	0	0
dikopano	0	0	0	0	0	0
tse	0	0	0	0	0	0
dikgolo	0	0	0	1	0	1
le	0	0	0	1	0	0
tshireletso	0	0	1	0	0	1
mo	1	0	0	0	0	0
ditšhabeng.	0	0	0	0	0	1

Tsa	0	0	0	1	0	0
Se	0	0	0	1	0	1
aforika	0	0	0	1	1	0
tse	0	0	0	0	0	0
di	1	0	0	1	0	0
itsetsepetseng	0	0	1	0	0	0
ka	0	0	0	0	0	0
setso.	0	0	0	0	0	0

Fa	0	0	0	0	0	0
taelo	0	0	0	0	0	1
e	0	0	0	1	0	0
dirilwe	0	0	1	0	1	0
ke	0	0	0	0	0	0
magiseterata	0	0	0	0	0	0
yo	1	0	0	1	0	0
o	0	0	0	1	0	0
dirang	0	0	0	0	0	0
dipatlisiso.	0	0	0	0	0	0

Tse	0	0	0	0	0	0
di	0	0	0	0	0	0
dirwang	0	0	0	0	0	0
pele	0	0	0	1	0	1
ga	0	0	0	1	0	0
tsheko	0	0	1	0	1	0
